0.0113,	0.0071,	12.0357,	2017-05-30 15:11:48.770010
0.0177,	0.0060,	12.0459,	2017-05-30 15:11:48.773426
0.0145,	0.0040,	12.0493,	2017-05-30 15:11:48.776793
0.0177,	0.0079,	12.0459,	2017-05-30 15:11:48.780122
0.0177,	0.0044,	12.0493,	2017-05-30 15:11:48.783480
0.0113,	0.0068,	12.0459,	2017-05-30 15:11:48.786899
0.0129,	0.0074,	12.0697,	2017-05-30 15:11:48.790372
0.0161,	0.0064,	12.0629,	2017-05-30 15:11:48.793706
0.0113,	0.0058,	12.0357,	2017-05-30 15:11:48.797039
0.0129,	0.0082,	12.0391,	2017-05-30 15:11:48.800704
0.0129,	0.0055,	12.0595,	2017-05-30 15:11:48.803906
0.0129,	0.0081,	12.0493,	2017-05-30 15:11:48.807149
0.0145,	0.0073,	12.0493,	2017-05-30 15:11:48.810499
0.0145,	0.0082,	12.0391,	2017-05-30 15:11:48.813876
0.0145,	0.0071,	12.0323,	2017-05-30 15:11:48.817343
0.0145,	0.0069,	12.0629,	2017-05-30 15:11:48.820794
0.0064,	0.0148,	12.0391,	2017-05-30 15:11:48.824119
0.0161,	0.0060,	12.0391,	2017-05-30 15:11:48.827484
0.0129,	0.0069,	12.0425,	2017-05-30 15:11:48.830885
0.0129,	0.0071,	12.0357,	2017-05-30 15:11:48.834445
0.0177,	0.0040,	12.0425,	2017-05-30 15:11:48.837700
0.0129,	0.0068,	12.0493,	2017-05-30 15:11:48.841112
0.0145,	0.0077,	12.0561,	2017-05-30 15:11:48.844411
0.0161,	0.0097,	12.0323,	2017-05-30 15:11:48.847774
0.0161,	0.0042,	12.0459,	2017-05-30 15:11:48.851194
0.0129,	0.0076,	12.0187,	2017-05-30 15:11:48.854542
0.0161,	0.0085,	12.0663,	2017-05-30 15:11:48.857890
0.0145,	0.0066,	12.0561,	2017-05-30 15:11:48.861357
0.0161,	0.0077,	12.0357,	2017-05-30 15:11:48.864771
0.0145,	0.0037,	12.0425,	2017-05-30 15:11:48.868162
0.0129,	0.0052,	12.0425,	2017-05-30 15:11:48.871480
0.0129,	0.0058,	12.0391,	2017-05-30 15:11:48.874844
0.0145,	0.0044,	12.0255,	2017-05-30 15:11:48.878221
0.0145,	0.0071,	12.0527,	2017-05-30 15:11:48.881602
0.0097,	0.0071,	12.0085,	2017-05-30 15:11:48.884982
0.0193,	0.0058,	12.0493,	2017-05-30 15:11:48.888365
0.0145,	0.0077,	12.0493,	2017-05-30 15:11:48.891757
0.0193,	0.0066,	12.0459,	2017-05-30 15:11:48.895147
0.0161,	0.0068,	12.0323,	2017-05-30 15:11:48.898517
0.0177,	0.0045,	12.0425,	2017-05-30 15:11:48.901955
0.0145,	0.0066,	12.0663,	2017-05-30 15:11:48.905379
0.0177,	0.0066,	12.0527,	2017-05-30 15:11:48.908767
